Lake,Year,Season,n_taxa,n_taxa_listed,group,period,island_oikos,in_oikos_core_19,in_focus_23,match_status,name_display
Caiado,2025,Spring,9,,phyto,2025,Pico,True,True,matched,Caiado
Caiado,2025,Summer,3,,phyto,2025,Pico,True,True,matched,Caiado
Caiado,2025,Autumn,5,,phyto,2025,Pico,True,True,matched,Caiado
Caiado,2024,Winter,18,,phyto_incl_bacillariophyta,2024,Pico,True,True,matched,Caiado
Caiado,2024,Spring,23,,phyto_incl_bacillariophyta,2024,Pico,True,True,matched,Caiado
Caiado,2024,Summer,12,,phyto_incl_bacillariophyta,2024,Pico,True,True,matched,Caiado
Caiado,2024,Autumn,9,,phyto_incl_bacillariophyta,2024,Pico,True,True,matched,Caiado
Caiado,2025,Winter,9,,phyto_incl_bacillariophyta,2025,Pico,True,True,matched,Caiado
Caiado,2025,Spring,11,,phyto_incl_bacillariophyta,2025,Pico,True,True,matched,Caiado
Caiado,2025,Summer,4,,phyto_incl_bacillariophyta,2025,Pico,True,True,matched,Caiado
Caiado,2025,Autumn,6,,phyto_incl_bacillariophyta,2025,Pico,True,True,matched,Caiado
Caiado,2011,Summer,18,110,zoo,historical,Pico,True,True,matched,Caiado
Caiado,2025,Spring,6,,zoo,2025,Pico,True,True,matched,Caiado
Capitao,2004,Autumn,40,412,diatom,historical,Pico,True,True,matched,Capitão
Capitao,2005,Winter,23,412,diatom,historical,Pico,True,True,matched,Capitão
Capitao,2005,Spring,30,412,diatom,historical,Pico,True,True,matched,Capitão
Capitao,2005,Summer,30,412,diatom,historical,Pico,True,True,matched,Capitão
Capitao,2006,Winter,28,412,diatom,historical,Pico,True,True,matched,Capitão
Capitao,2006,Spring,26,412,diatom,historical,Pico,True,True,matched,Capitão
Capitao,2006,Summer,31,412,diatom,historical,Pico,True,True,matched,Capitão
Capitao,2006,Autumn,29,412,diatom,historical,Pico,True,True,matched,Capitão
Capitao,2008,Winter,41,412,diatom,historical,Pico,True,True,matched,Capitão
Capitao,2008,Spring,21,412,diatom,historical,Pico,True,True,matched,Capitão
Capitao,2008,Summer,27,412,diatom,historical,Pico,True,True,matched,Capitão
Capitao,2008,Autumn,26,412,diatom,historical,Pico,True,True,matched,Capitão
Capitao,2009,Spring,14,412,diatom,historical,Pico,True,True,matched,Capitão
Capitao,2009,Summer,26,412,diatom,historical,Pico,True,True,matched,Capitão
Capitao,2010,Winter,21,412,diatom,historical,Pico,True,True,matched,Capitão
Capitao,2010,Spring,23,412,diatom,historical,Pico,True,True,matched,Capitão
Capitao,2011,Winter,20,412,diatom,historical,Pico,True,True,matched,Capitão
Capitao,2011,Spring,19,412,diatom,historical,Pico,True,True,matched,Capitão
Capitao,2011,Summer,29,412,diatom,historical,Pico,True,True,matched,Capitão
Capitao,2011,Autumn,35,412,diatom,historical,Pico,True,True,matched,Capitão
Capitao,2012,Winter,24,412,diatom,historical,Pico,True,True,matched,Capitão
Capitao,2012,Spring,33,412,diatom,historical,Pico,True,True,matched,Capitão
Capitao,2012,Summer,22,412,diatom,historical,Pico,True,True,matched,Capitão
Capitao,2012,Autumn,23,412,diatom,historical,Pico,True,True,matched,Capitão
Capitao,2015,Autumn,19,,diatom,2015,Pico,True,True,matched,Capitão
Capitao,2016,Spring,26,,diatom,2016,Pico,True,True,matched,Capitão
Capitao,2016,Spring,25,,diatom,2016,Pico,True,True,matched,Capitão
Capitao,2016,Summer,20,,diatom,2016,Pico,True,True,matched,Capitão
Capitao,2016,Autumn,27,,diatom,2016,Pico,True,True,matched,Capitão
Capitao,2017,Winter,24,,diatom,2017,Pico,True,True,matched,Capitão
Capitao,2017,Autumn,21,,diatom,2017_2018,Pico,True,True,matched,Capitão
Capitao,2018,Winter,21,,diatom,2017_2018,Pico,True,True,matched,Capitão
Capitao,2018,Spring,34,,diatom,2017_2018,Pico,True,True,matched,Capitão
Capitao,2024,Winter,24,,diatom,2024,Pico,True,True,matched,Capitão
Capitao,2024,Spring,29,,diatom,2024,Pico,True,True,matched,Capitão
Capitao,2024,Summer,32,,diatom,2024,Pico,True,True,matched,Capitão
Capitao,2024,Autumn,33,,diatom,2024,Pico,True,True,matched,Capitão
Capitao,2025,Winter,25,,diatom,2025,Pico,True,True,matched,Capitão
Capitao,2025,Spring,20,,diatom,2025,Pico,True,True,matched,Capitão
Capitao,2025,Summer,22,,diatom,2025,Pico,True,True,matched,Capitão
Capitao,2025,Autumn,22,,diatom,2025,Pico,True,True,matched,Capitão
Capitao,2004,Autumn,1,156,macro,historical,Pico,True,True,matched,Capitão
Capitao,2005,Spring,1,156,macro,historical,Pico,True,True,matched,Capitão
Capitao,2005,Summer,4,156,macro,historical,Pico,True,True,matched,Capitão
Capitao,2006,Winter,1,156,macro,historical,Pico,True,True,matched,Capitão
Capitao,2006,Spring,8,156,macro,historical,Pico,True,True,matched,Capitão
Capitao,2008,Winter,4,156,macro,historical,Pico,True,True,matched,Capitão
Capitao,2008,Spring,3,156,macro,historical,Pico,True,True,matched,Capitão
Capitao,2008,Summer,9,156,macro,historical,Pico,True,True,matched,Capitão
Capitao,2008,Autumn,6,156,macro,historical,Pico,True,True,matched,Capitão
Capitao,2009,Winter,3,156,macro,historical,Pico,True,True,matched,Capitão
Capitao,2009,Summer,1,156,macro,historical,Pico,True,True,matched,Capitão
Capitao,2010,Winter,5,156,macro,historical,Pico,True,True,matched,Capitão
Capitao,2010,Spring,4,156,macro,historical,Pico,True,True,matched,Capitão
Capitao,2010,Summer,2,156,macro,historical,Pico,True,True,matched,Capitão
Capitao,2010,Autumn,2,156,macro,historical,Pico,True,True,matched,Capitão
Capitao,2011,Winter,3,156,macro,historical,Pico,True,True,matched,Capitão
Capitao,2011,Spring,2,156,macro,historical,Pico,True,True,matched,Capitão
Capitao,2011,Summer,4,156,macro,historical,Pico,True,True,matched,Capitão
Capitao,2011,Autumn,6,156,macro,historical,Pico,True,True,matched,Capitão
Capitao,2012,Winter,11,156,macro,historical,Pico,True,True,matched,Capitão
Capitao,2012,Spring,6,156,macro,historical,Pico,True,True,matched,Capitão
Capitao,2012,Summer,5,156,macro,historical,Pico,True,True,matched,Capitão
Capitao,2012,Autumn,4,156,macro,historical,Pico,True,True,matched,Capitão
Capitao,2018,Spring,7,121.0,macro,2018,Pico,True,True,matched,Capitão
Capitao,2024,Winter,9,,macro,2024,Pico,True,True,matched,Capitão
Capitao,2024,Spring,3,,macro,2024,Pico,True,True,matched,Capitão
Capitao,2024,Summer,4,,macro,2024,Pico,True,True,matched,Capitão
Capitao,2024,Autumn,2,,macro,2024,Pico,True,True,matched,Capitão
Capitao,2025,Winter,7,,macro,2025,Pico,True,True,matched,Capitão
Capitao,2025,Spring,4,,macro,2025,Pico,True,True,matched,Capitão
Capitao,2025,Summer,3,,macro,2025,Pico,True,True,matched,Capitão
Capitao,2008,Spring,4,127,macrophyte,historical,Pico,True,True,matched,Capitão
Capitao,2010,Spring,6,127,macrophyte,historical,Pico,True,True,matched,Capitão
Capitao,2011,Summer,3,127,macrophyte,historical,Pico,True,True,matched,Capitão
Capitao,2012,Summer,13,127,macrophyte,historical,Pico,True,True,matched,Capitão
Capitao,2004,Autumn,26,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2005,Winter,32,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2005,Spring,33,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2005,Summer,23,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2006,Winter,19,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2006,Spring,19,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2006,Summer,14,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2006,Autumn,14,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2008,Winter,21,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2008,Spring,23,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2008,Summer,28,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2008,Autumn,24,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2009,Winter,21,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2009,Summer,20,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2010,Winter,27,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2010,Spring,20,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2010,Summer,20,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2010,Autumn,20,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2011,Winter,20,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2011,Spring,20,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2011,Summer,23,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2011,Autumn,21,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2012,Winter,23,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2012,Spring,20,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2012,Summer,26,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2012,Autumn,28,279,phyto,historical,Pico,True,True,matched,Capitão
Capitao,2018,Winter,20,,phyto,2018,Pico,True,True,matched,Capitão
Capitao,2018,Spring,23,,phyto,2018,Pico,True,True,matched,Capitão
Capitao,2018,Summer,17,,phyto,2018,Pico,True,True,matched,Capitão
Capitao,2018,Autumn,18,,phyto,2018,Pico,True,True,matched,Capitão
Capitao,2024,Winter,20,,phyto,2024,Pico,True,True,matched,Capitão
Capitao,2024,Spring,21,,phyto,2024,Pico,True,True,matched,Capitão
Capitao,2024,Summer,10,,phyto,2024,Pico,True,True,matched,Capitão
Capitao,2024,Autumn,12,,phyto,2024,Pico,True,True,matched,Capitão
Capitao,2025,Winter,9,,phyto,2025,Pico,True,True,matched,Capitão
Capitao,2025,Spring,8,,phyto,2025,Pico,True,True,matched,Capitão
Capitao,2025,Summer,7,,phyto,2025,Pico,True,True,matched,Capitão
Capitao,2025,Autumn,6,,phyto,2025,Pico,True,True,matched,Capitão
Capitao,2024,Winter,22,,phyto_incl_bacillariophyta,2024,Pico,True,True,matched,Capitão
Capitao,2024,Spring,24,,phyto_incl_bacillariophyta,2024,Pico,True,True,matched,Capitão
Capitao,2024,Summer,12,,phyto_incl_bacillariophyta,2024,Pico,True,True,matched,Capitão
Capitao,2024,Autumn,14,,phyto_incl_bacillariophyta,2024,Pico,True,True,matched,Capitão
Capitao,2025,Winter,10,,phyto_incl_bacillariophyta,2025,Pico,True,True,matched,Capitão
Capitao,2025,Spring,10,,phyto_incl_bacillariophyta,2025,Pico,True,True,matched,Capitão
Capitao,2025,Summer,9,,phyto_incl_bacillariophyta,2025,Pico,True,True,matched,Capitão
Capitao,2025,Autumn,8,,phyto_incl_bacillariophyta,2025,Pico,True,True,matched,Capitão
Capitao,2011,Summer,11,110,zoo,historical,Pico,True,True,matched,Capitão
Capitao,2025,Spring,4,,zoo,2025,Pico,True,True,matched,Capitão
Paul,2006,Winter,32,412,diatom,historical,Pico,False,True,matched,Paúl
Paul,2008,Spring,23,412,diatom,historical,Pico,False,True,matched,Paúl
Paul,2008,Autumn,28,412,diatom,historical,Pico,False,True,matched,Paúl
Paul,2009,Spring,24,412,diatom,historical,Pico,False,True,matched,Paúl
Paul,2009,Summer,25,412,diatom,historical,Pico,False,True,matched,Paúl
Paul,2011,Spring,25,412,diatom,historical,Pico,False,True,matched,Paúl
Paul,2011,Summer,18,412,diatom,historical,Pico,False,True,matched,Paúl
Paul,2011,Autumn,21,412,diatom,historical,Pico,False,True,matched,Paúl
Paul,2012,Winter,14,412,diatom,historical,Pico,False,True,matched,Paúl
Paul,2012,Spring,23,412,diatom,historical,Pico,False,True,matched,Paúl
Paul,2012,Summer,20,412,diatom,historical,Pico,False,True,matched,Paúl
Paul,2012,Autumn,31,412,diatom,historical,Pico,False,True,matched,Paúl
Paul,2015,Autumn,19,,diatom,2015,Pico,False,True,matched,Paúl
Paul,2016,Spring,35,,diatom,2016,Pico,False,True,matched,Paúl
Paul,2016,Spring,23,,diatom,2016,Pico,False,True,matched,Paúl
Paul,2016,Summer,25,,diatom,2016,Pico,False,True,matched,Paúl
Paul,2016,Autumn,31,,diatom,2016,Pico,False,True,matched,Paúl
Paul,2017,Winter,29,,diatom,2017,Pico,False,True,matched,Paúl
Paul,2017,Autumn,20,,diatom,2017_2018,Pico,False,True,matched,Paúl
Paul,2018,Winter,16,,diatom,2017_2018,Pico,False,True,matched,Paúl
Paul,2018,Spring,17,,diatom,2017_2018,Pico,False,True,matched,Paúl
Paul,2024,Winter,30,,diatom,2024,Pico,False,True,matched,Paúl
Paul,2024,Summer,24,,diatom,2024,Pico,False,True,matched,Paúl
Paul,2024,Autumn,22,,diatom,2024,Pico,False,True,matched,Paúl
Paul,2025,Winter,34,,diatom,2025,Pico,False,True,matched,Paúl
Paul,2025,Spring,22,,diatom,2025,Pico,False,True,matched,Paúl
Paul,2025,Autumn,29,,diatom,2025,Pico,False,True,matched,Paúl
Paul,2006,Winter,9,156,macro,historical,Pico,False,True,matched,Paúl
Paul,2008,Spring,9,156,macro,historical,Pico,False,True,matched,Paúl
Paul,2008,Autumn,10,156,macro,historical,Pico,False,True,matched,Paúl
Paul,2009,Winter,7,156,macro,historical,Pico,False,True,matched,Paúl
Paul,2009,Summer,6,156,macro,historical,Pico,False,True,matched,Paúl
Paul,2010,Winter,6,156,macro,historical,Pico,False,True,matched,Paúl
Paul,2010,Summer,6,156,macro,historical,Pico,False,True,matched,Paúl
Paul,2011,Winter,2,156,macro,historical,Pico,False,True,matched,Paúl
Paul,2011,Spring,2,156,macro,historical,Pico,False,True,matched,Paúl
Paul,2011,Summer,9,156,macro,historical,Pico,False,True,matched,Paúl
Paul,2011,Autumn,4,156,macro,historical,Pico,False,True,matched,Paúl
Paul,2012,Winter,6,156,macro,historical,Pico,False,True,matched,Paúl
Paul,2012,Spring,8,156,macro,historical,Pico,False,True,matched,Paúl
Paul,2012,Summer,6,156,macro,historical,Pico,False,True,matched,Paúl
Paul,2012,Autumn,4,156,macro,historical,Pico,False,True,matched,Paúl
Paul,2024,Winter,13,,macro,2024,Pico,False,True,matched,Paúl
Paul,2024,Spring,8,,macro,2024,Pico,False,True,matched,Paúl
Paul,2024,Summer,9,,macro,2024,Pico,False,True,matched,Paúl
Paul,2024,Autumn,4,,macro,2024,Pico,False,True,matched,Paúl
Paul,2025,Winter,9,,macro,2025,Pico,False,True,matched,Paúl
Paul,2025,Spring,8,,macro,2025,Pico,False,True,matched,Paúl
Paul,2025,Autumn,13,,macro,2025,Pico,False,True,matched,Paúl
Paul,2008,Spring,4,127,macrophyte,historical,Pico,False,True,matched,Paúl
Paul,2010,Summer,5,127,macrophyte,historical,Pico,False,True,matched,Paúl
Paul,2011,Summer,9,127,macrophyte,historical,Pico,False,True,matched,Paúl
Paul,2012,Summer,7,127,macrophyte,historical,Pico,False,True,matched,Paúl
Paul,2006,Winter,9,279,phyto,historical,Pico,False,True,matched,Paúl
Paul,2008,Spring,11,279,phyto,historical,Pico,False,True,matched,Paúl
Paul,2008,Autumn,13,279,phyto,historical,Pico,False,True,matched,Paúl
Paul,2009,Winter,10,279,phyto,historical,Pico,False,True,matched,Paúl
Paul,2009,Summer,23,279,phyto,historical,Pico,False,True,matched,Paúl
Paul,2010,Winter,20,279,phyto,historical,Pico,False,True,matched,Paúl
Paul,2010,Summer,20,279,phyto,historical,Pico,False,True,matched,Paúl
Paul,2011,Winter,7,279,phyto,historical,Pico,False,True,matched,Paúl
Paul,2011,Spring,14,279,phyto,historical,Pico,False,True,matched,Paúl
Paul,2011,Summer,20,279,phyto,historical,Pico,False,True,matched,Paúl
Paul,2011,Autumn,13,279,phyto,historical,Pico,False,True,matched,Paúl
Paul,2012,Winter,9,279,phyto,historical,Pico,False,True,matched,Paúl
Paul,2012,Spring,6,279,phyto,historical,Pico,False,True,matched,Paúl
Paul,2012,Summer,12,279,phyto,historical,Pico,False,True,matched,Paúl
Paul,2012,Autumn,8,279,phyto,historical,Pico,False,True,matched,Paúl
Paul,2018,Winter,9,,phyto,2018,Pico,False,True,matched,Paúl
Paul,2018,Spring,9,,phyto,2018,Pico,False,True,matched,Paúl
Paul,2018,Autumn,18,,phyto,2018,Pico,False,True,matched,Paúl
Paul,2024,Winter,6,,phyto,2024,Pico,False,True,matched,Paúl
Paul,2024,Spring,5,,phyto,2024,Pico,False,True,matched,Paúl
Paul,2024,Summer,6,,phyto,2024,Pico,False,True,matched,Paúl
Paul,2024,Autumn,5,,phyto,2024,Pico,False,True,matched,Paúl
Paul,2025,Winter,3,,phyto,2025,Pico,False,True,matched,Paúl
Paul,2025,Spring,3,,phyto,2025,Pico,False,True,matched,Paúl
Paul,2025,Autumn,3,,phyto,2025,Pico,False,True,matched,Paúl
Paul,2024,Winter,9,,phyto_incl_bacillariophyta,2024,Pico,False,True,matched,Paúl
Paul,2024,Spring,7,,phyto_incl_bacillariophyta,2024,Pico,False,True,matched,Paúl
Paul,2024,Summer,7,,phyto_incl_bacillariophyta,2024,Pico,False,True,matched,Paúl
Paul,2024,Autumn,6,,phyto_incl_bacillariophyta,2024,Pico,False,True,matched,Paúl
Paul,2025,Winter,4,,phyto_incl_bacillariophyta,2025,Pico,False,True,matched,Paúl
Paul,2025,Spring,4,,phyto_incl_bacillariophyta,2025,Pico,False,True,matched,Paúl
Paul,2025,Autumn,4,,phyto_incl_bacillariophyta,2025,Pico,False,True,matched,Paúl
Paul,2025,Spring,4,,zoo,2025,Pico,False,True,matched,Paúl
Peixinho,2008,Spring,44,412,diatom,historical,Pico,True,True,matched,Peixinho
Peixinho,2008,Autumn,25,412,diatom,historical,Pico,True,True,matched,Peixinho
Peixinho,2009,Spring,11,412,diatom,historical,Pico,True,True,matched,Peixinho
Peixinho,2010,Winter,32,412,diatom,historical,Pico,True,True,matched,Peixinho
Peixinho,2010,Summer,37,412,diatom,historical,Pico,True,True,matched,Peixinho
Peixinho,2011,Winter,32,412,diatom,historical,Pico,True,True,matched,Peixinho
Peixinho,2011,Spring,25,412,diatom,historical,Pico,True,True,matched,Peixinho
Peixinho,2011,Summer,39,412,diatom,historical,Pico,True,True,matched,Peixinho
Peixinho,2011,Autumn,47,412,diatom,historical,Pico,True,True,matched,Peixinho
Peixinho,2012,Winter,10,412,diatom,historical,Pico,True,True,matched,Peixinho
Peixinho,2012,Spring,18,412,diatom,historical,Pico,True,True,matched,Peixinho
Peixinho,2012,Summer,13,412,diatom,historical,Pico,True,True,matched,Peixinho
Peixinho,2012,Autumn,27,412,diatom,historical,Pico,True,True,matched,Peixinho
Peixinho,2015,Autumn,35,,diatom,2015,Pico,True,True,matched,Peixinho
Peixinho,2016,Spring,28,,diatom,2016,Pico,True,True,matched,Peixinho
Peixinho,2016,Spring,31,,diatom,2016,Pico,True,True,matched,Peixinho
Peixinho,2016,Summer,24,,diatom,2016,Pico,True,True,matched,Peixinho
Peixinho,2016,Autumn,45,,diatom,2016,Pico,True,True,matched,Peixinho
Peixinho,2017,Winter,24,,diatom,2017,Pico,True,True,matched,Peixinho
Peixinho,2018,Winter,26,,diatom,2017_2018,Pico,True,True,matched,Peixinho
Peixinho,2018,Spring,29,,diatom,2017_2018,Pico,True,True,matched,Peixinho
Peixinho,2024,Winter,20,,diatom,2024,Pico,True,True,matched,Peixinho
Peixinho,2024,Spring,25,,diatom,2024,Pico,True,True,matched,Peixinho
Peixinho,2024,Summer,23,,diatom,2024,Pico,True,True,matched,Peixinho
Peixinho,2024,Autumn,22,,diatom,2024,Pico,True,True,matched,Peixinho
Peixinho,2025,Winter,26,,diatom,2025,Pico,True,True,matched,Peixinho
Peixinho,2025,Spring,24,,diatom,2025,Pico,True,True,matched,Peixinho
Peixinho,2025,Summer,26,,diatom,2025,Pico,True,True,matched,Peixinho
Peixinho,2025,Autumn,33,,diatom,2025,Pico,True,True,matched,Peixinho
Peixinho,2006,Winter,4,156,macro,historical,Pico,True,True,matched,Peixinho
Peixinho,2008,Spring,13,156,macro,historical,Pico,True,True,matched,Peixinho
Peixinho,2008,Autumn,7,156,macro,historical,Pico,True,True,matched,Peixinho
Peixinho,2009,Winter,11,156,macro,historical,Pico,True,True,matched,Peixinho
Peixinho,2010,Winter,6,156,macro,historical,Pico,True,True,matched,Peixinho
Peixinho,2010,Summer,8,156,macro,historical,Pico,True,True,matched,Peixinho
Peixinho,2011,Winter,4,156,macro,historical,Pico,True,True,matched,Peixinho
Peixinho,2011,Spring,12,156,macro,historical,Pico,True,True,matched,Peixinho
Peixinho,2011,Summer,8,156,macro,historical,Pico,True,True,matched,Peixinho
Peixinho,2011,Autumn,2,156,macro,historical,Pico,True,True,matched,Peixinho
Peixinho,2012,Winter,6,156,macro,historical,Pico,True,True,matched,Peixinho
Peixinho,2012,Spring,5,156,macro,historical,Pico,True,True,matched,Peixinho
Peixinho,2012,Summer,4,156,macro,historical,Pico,True,True,matched,Peixinho
Peixinho,2012,Autumn,3,156,macro,historical,Pico,True,True,matched,Peixinho
Peixinho,2018,Spring,11,121.0,macro,2018,Pico,True,True,matched,Peixinho
Peixinho,2024,Winter,7,,macro,2024,Pico,True,True,matched,Peixinho
Peixinho,2024,Spring,5,,macro,2024,Pico,True,True,matched,Peixinho
Peixinho,2024,Summer,7,,macro,2024,Pico,True,True,matched,Peixinho
Peixinho,2024,Autumn,0,,macro,2024,Pico,True,True,matched,Peixinho
Peixinho,2025,Winter,5,,macro,2025,Pico,True,True,matched,Peixinho
Peixinho,2025,Spring,4,,macro,2025,Pico,True,True,matched,Peixinho
Peixinho,2025,Summer,2,,macro,2025,Pico,True,True,matched,Peixinho
Peixinho,2025,Autumn,4,,macro,2025,Pico,True,True,matched,Peixinho
Peixinho,2008,Spring,4,127,macrophyte,historical,Pico,True,True,matched,Peixinho
Peixinho,2010,Summer,4,127,macrophyte,historical,Pico,True,True,matched,Peixinho
Peixinho,2011,Summer,11,127,macrophyte,historical,Pico,True,True,matched,Peixinho
Peixinho,2012,Summer,7,127,macrophyte,historical,Pico,True,True,matched,Peixinho
Peixinho,2006,Winter,14,279,phyto,historical,Pico,True,True,matched,Peixinho
Peixinho,2006,Summer,13,279,phyto,historical,Pico,True,True,matched,Peixinho
Peixinho,2008,Spring,25,279,phyto,historical,Pico,True,True,matched,Peixinho
Peixinho,2008,Autumn,18,279,phyto,historical,Pico,True,True,matched,Peixinho
Peixinho,2009,Winter,14,279,phyto,historical,Pico,True,True,matched,Peixinho
Peixinho,2009,Summer,28,279,phyto,historical,Pico,True,True,matched,Peixinho
Peixinho,2010,Winter,21,279,phyto,historical,Pico,True,True,matched,Peixinho
Peixinho,2010,Summer,21,279,phyto,historical,Pico,True,True,matched,Peixinho
Peixinho,2011,Winter,20,279,phyto,historical,Pico,True,True,matched,Peixinho
Peixinho,2011,Spring,26,279,phyto,historical,Pico,True,True,matched,Peixinho
Peixinho,2011,Summer,18,279,phyto,historical,Pico,True,True,matched,Peixinho
Peixinho,2011,Autumn,13,279,phyto,historical,Pico,True,True,matched,Peixinho
Peixinho,2012,Winter,20,279,phyto,historical,Pico,True,True,matched,Peixinho
Peixinho,2012,Spring,25,279,phyto,historical,Pico,True,True,matched,Peixinho
Peixinho,2012,Summer,18,279,phyto,historical,Pico,True,True,matched,Peixinho
Peixinho,2012,Autumn,22,279,phyto,historical,Pico,True,True,matched,Peixinho
Peixinho,2018,Winter,20,,phyto,2018,Pico,True,True,matched,Peixinho
Peixinho,2018,Spring,18,,phyto,2018,Pico,True,True,matched,Peixinho
Peixinho,2018,Summer,24,,phyto,2018,Pico,True,True,matched,Peixinho
Peixinho,2018,Autumn,13,,phyto,2018,Pico,True,True,matched,Peixinho
Peixinho,2024,Winter,17,,phyto,2024,Pico,True,True,matched,Peixinho
Peixinho,2024,Spring,16,,phyto,2024,Pico,True,True,matched,Peixinho
Peixinho,2024,Summer,8,,phyto,2024,Pico,True,True,matched,Peixinho
Peixinho,2024,Autumn,7,,phyto,2024,Pico,True,True,matched,Peixinho
Peixinho,2025,Winter,7,,phyto,2025,Pico,True,True,matched,Peixinho
Peixinho,2025,Spring,10,,phyto,2025,Pico,True,True,matched,Peixinho
Peixinho,2025,Summer,5,,phyto,2025,Pico,True,True,matched,Peixinho
Peixinho,2025,Autumn,8,,phyto,2025,Pico,True,True,matched,Peixinho
Peixinho,2024,Winter,20,,phyto_incl_bacillariophyta,2024,Pico,True,True,matched,Peixinho
Peixinho,2024,Spring,20,,phyto_incl_bacillariophyta,2024,Pico,True,True,matched,Peixinho
Peixinho,2024,Summer,9,,phyto_incl_bacillariophyta,2024,Pico,True,True,matched,Peixinho
Peixinho,2024,Autumn,8,,phyto_incl_bacillariophyta,2024,Pico,True,True,matched,Peixinho
Peixinho,2025,Winter,8,,phyto_incl_bacillariophyta,2025,Pico,True,True,matched,Peixinho
Peixinho,2025,Spring,12,,phyto_incl_bacillariophyta,2025,Pico,True,True,matched,Peixinho
Peixinho,2025,Summer,6,,phyto_incl_bacillariophyta,2025,Pico,True,True,matched,Peixinho
Peixinho,2025,Autumn,9,,phyto_incl_bacillariophyta,2025,Pico,True,True,matched,Peixinho
Peixinho,2011,Summer,3,110,zoo,historical,Pico,True,True,matched,Peixinho
Peixinho,2025,Spring,4,,zoo,2025,Pico,True,True,matched,Peixinho
Rosada,2006,Winter,21,412,diatom,historical,Pico,True,True,matched,Rosada
Rosada,2006,Spring,29,412,diatom,historical,Pico,True,True,matched,Rosada
Rosada,2006,Summer,25,412,diatom,historical,Pico,True,True,matched,Rosada
Rosada,2008,Spring,30,412,diatom,historical,Pico,True,True,matched,Rosada
Rosada,2008,Autumn,19,412,diatom,historical,Pico,True,True,matched,Rosada
Rosada,2009,Spring,18,412,diatom,historical,Pico,True,True,matched,Rosada
Rosada,2009,Summer,34,412,diatom,historical,Pico,True,True,matched,Rosada
Rosada,2010,Winter,36,412,diatom,historical,Pico,True,True,matched,Rosada
Rosada,2010,Summer,39,412,diatom,historical,Pico,True,True,matched,Rosada
Rosada,2011,Winter,40,412,diatom,historical,Pico,True,True,matched,Rosada
Rosada,2011,Spring,33,412,diatom,historical,Pico,True,True,matched,Rosada
Rosada,2011,Summer,36,412,diatom,historical,Pico,True,True,matched,Rosada
Rosada,2011,Autumn,37,412,diatom,historical,Pico,True,True,matched,Rosada
Rosada,2012,Winter,36,412,diatom,historical,Pico,True,True,matched,Rosada
Rosada,2012,Spring,30,412,diatom,historical,Pico,True,True,matched,Rosada
Rosada,2012,Summer,23,412,diatom,historical,Pico,True,True,matched,Rosada
Rosada,2012,Autumn,23,412,diatom,historical,Pico,True,True,matched,Rosada
Rosada,2015,Autumn,21,,diatom,2015,Pico,True,True,matched,Rosada
Rosada,2016,Winter,30,,diatom,2016,Pico,True,True,matched,Rosada
Rosada,2016,Spring,36,,diatom,2016,Pico,True,True,matched,Rosada
Rosada,2016,Summer,21,,diatom,2016,Pico,True,True,matched,Rosada
Rosada,2016,Autumn,34,,diatom,2016,Pico,True,True,matched,Rosada
Rosada,2017,Winter,43,,diatom,2017,Pico,True,True,matched,Rosada
Rosada,2017,Autumn,22,,diatom,2017_2018,Pico,True,True,matched,Rosada
Rosada,2018,Winter,27,,diatom,2017_2018,Pico,True,True,matched,Rosada
Rosada,2018,Spring,29,,diatom,2017_2018,Pico,True,True,matched,Rosada
Rosada,2024,Winter,39,,diatom,2024,Pico,True,True,matched,Rosada
Rosada,2024,Spring,35,,diatom,2024,Pico,True,True,matched,Rosada
Rosada,2024,Summer,25,,diatom,2024,Pico,True,True,matched,Rosada
Rosada,2024,Autumn,33,,diatom,2024,Pico,True,True,matched,Rosada
Rosada,2025,Winter,31,,diatom,2025,Pico,True,True,matched,Rosada
